year,type,provinceNumber,provinceTranslate,regionNumber,province,fuel,contractCapacityMW,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2563,Adder,65,กระบี่, 3 ,กระบี่,ชีวภาพ,26.951,3951101,5295138,7765883,8065652,9440861,8599060,7827149,7282923,5961273,5395931,4454501,3601068
2563,Adder,65,กระบี่, 3 ,กระบี่,ชีวมวล,1,0,0,0,0,108,18,0,18,0,0,0,0
2563,Adder,65,กระบี่, 3 ,กระบี่,พลังงานแสงอาทิตย์,0.00688,45,24,27,16,12,20,26,1,0,0,0,351
2563,Adder,56,กาญจนบุรี, 7 ,กาญจนบุรี,ชีวภาพ,27.01,5681502,5527310,6407488,4255165,4771995,5473081,4846568,5029557,5234099,5239298,4256412,4936088
2563,Adder,56,กาญจนบุรี, 7 ,กาญจนบุรี,ชีวมวล,0.08,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,56,กาญจนบุรี, 7 ,กาญจนบุรี,พลังงานแสงอาทิตย์,50.94,6309680,6631620,7609400,6995503,7271420,6599060,6868498,6581820,6654738,4914468,6605412,6822839
2563,Adder,56,กาญจนบุรี, 7 ,กาญจนบุรี,โคเจน,15,2002562,2063991,3720024,2684432,2862521,4001921,3120985,2176069,1191000,1651974,1147604,783200
2563,Adder,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,ชีวภาพ,9.773,2423740,3343480,3422425,1406380,1088880,272300,1617400,2512760,3045160,1977140,1375580,2483900
2563,Adder,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,ชีวมวล,16,10185368,8600111,3184395,4722933,5576176,424160,0,2519973,5421158,0,0,5234919
2563,Adder,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,พลังงานแสงอาทิตย์,2.885,472580,450160,430520,459400,424400,378100,401780,337260,386960,328320,436700,493518
2563,Adder,10,กำแพงเพชร, 4 ,กำแพงเพชร,ขยะ,0.2,0,0,864,644,828,1880,0,0,0,0,0,0
2563,Adder,10,กำแพงเพชร, 4 ,กำแพงเพชร,ชีวภาพ,2.802,329226,527567,658720,385359,248952,128320,6880,68320,112740,250560,428080,919608
2563,Adder,10,กำแพงเพชร, 4 ,กำแพงเพชร,พลังงานแสงอาทิตย์,32,4764720,4976040,5192760,4843200,5162760,4673520,5318760,4405440,4612800,3815040,4947720,5150760
2563,Adder,20,ขอนแก่น, 2 ,ขอนแก่น,ขยะ,4.5,3343067,3133121,3321420,2509084,3322619,3218200,3326984,3104002,2068251,3336916,2998207,3348588
2563,Adder,20,ขอนแก่น, 2 ,ขอนแก่น,ชีวภาพ,1,30360,11040,18120,87480,242400,173280,196560,132480,90720,76800,251791,16560
2563,Adder,20,ขอนแก่น, 2 ,ขอนแก่น,ชีวมวล,8.18,5391656,3501529,120,360,138149,360,360,62280,5345199,5765742,2351486,4006783
2563,Adder,20,ขอนแก่น, 2 ,ขอนแก่น,พลังงานแสงอาทิตย์,66.786,10896638,10902638,10773529,10900110,10984184,10160377,10726668,9319923,9301113,7689876,10651504,11622975
2563,Adder,48,จันทบุรี, 6 ,จันทบุรี,ชีวภาพ,5.915,1580480,2273560,1431880,183560,389760,103720,145320,0,524960,967080,964720,2221760
2563,Adder,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,ขยะ,2.4,898880,879440,878600,883120,1008960,951160,1145880,1153760,1151200,1162560,1141800,1191720
2563,Adder,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,ชีวภาพ,1,39180,63723,43454,58876,114820,34320,17400,66059,180606,61920,43111,75271
2563,Adder,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,พลังงานแสงอาทิตย์,1.36,112378,183648,247018,226089,228604,192852,210194,198346,187484,165746,200043,205401
2563,Adder,47,ชลบุรี, 6 ,ชลบุรี,ชีวภาพ,4.55,86860,193420,614000,518580,737540,833820,584680,55940,76000,94360,92080,88720
2563,Adder,47,ชลบุรี, 6 ,ชลบุรี,ชีวมวล,9,2624200,3027500,974740,640,0,0,0,0,0,0,3700,1338620
2563,Adder,47,ชลบุรี, 6 ,ชลบุรี,พลังงานแสงอาทิตย์,32.0054,4554548,4388580,4663614,4171698,4087564,3379185,3997234,3937543,3460796,3105059,4345623,4601191
2563,Adder,17,ชัยนาท, 4 ,ชัยนาท,ชีวภาพ,0.99,57500,92620,89920,63120,63480,117160,81760,99520,62080,0,48220,64660
2563,Adder,17,ชัยนาท, 4 ,ชัยนาท,พลังงานแสงอาทิตย์,6.5,858960,896640,957600,935120,941840,982560,1055600,960640,937280,784400,1054000,1054320
2563,Adder,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวภาพ,3.6,504630,877470,1143630,499830,0,0,0,0,386610,956093,706560,1190160
2563,Adder,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวมวล,6.2,4038518,3476682,177040,0,0,1306576,1324248,2048021,2073739,2027970,841778,3114351
2563,Adder,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานลม,6.9,931760,1397856,789408,866162,674977,644299,583851,792758,372699,1006501,1691909,2038854
2563,Adder,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานแสงอาทิตย์,46.5,7797301,7790125,8144310,8259281,8262045,7580196,8454686,7655217,7617388,5293872,7971404,8401259
2563,Adder,61,ชุมพร, 3 ,ชุมพร,ชีวภาพ,18.02,757760,1174116,2145160,3433980,5227283,4635020,4086620,3252699,2206020,2502500,2053640,1621920
2563,Adder,64,ตรัง, 3 ,ตรัง,ชีวภาพ,5.972,384960,741210,1169628,1499804,1324908,1168944,1082420,1497495,963739,835002,848286,461400
2563,Adder,64,ตรัง, 3 ,ตรัง,พลังงานแสงอาทิตย์,0.0095,185,136,136,121,107,115,121,129,107,130,109,54
2563,Adder,11,ตาก, 4 ,ตาก,ขยะ,1.25,0,0,0,0,0,0,79160,49240,71440,48180,36060,36080
2563,Adder,11,ตาก, 4 ,ตาก,ชีวภาพ,0.95,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,11,ตาก, 4 ,ตาก,พลังงานแสงอาทิตย์,21.25,3176520,3315720,3765640,3300800,3403200,3100200,3099520,2652000,2937440,2424160,3207760,3491400
2563,Adder,43,นครนายก, 5 ,นครนายก,ชีวภาพ,0.96,139400,103160,63900,80000,88320,77760,105960,96640,81580,18200,50680,53020
2563,Adder,43,นครนายก, 5 ,นครนายก,พลังงานแสงอาทิตย์,8.056,1195701,1149611,1176351,1166563,1074811,1032304,1200093,1039207,1015994,891887,1215331,1282333
2563,Adder,54,นครปฐม, 7 ,นครปฐม,ขยะ,36.21,18307780,17134357,18105647,16677257,16287900,15460829,14981335,14193296,13874777,16280571,16121092,17209777
2563,Adder,54,นครปฐม, 7 ,นครปฐม,ชีวภาพ,3.801,4,5,8,82,2,7,4,7,12,5,6,6
2563,Adder,54,นครปฐม, 7 ,นครปฐม,พลังงานแสงอาทิตย์,80.25,13210796,13172188,15090683,14026150,14546887,13853801,13938605,12962152,12435178,10260028,13241246,13820630
2563,Adder,21,นครพนม, 2 ,นครพนม,พลังงานแสงอาทิตย์,17.64,2972320,2962556,2692160,2921241,2826240,2629509,2739074,2136356,2402615,2093927,2767799,3157236
2563,Adder,35,นครราชสีมา, 2 ,นครราชสีมา,ขยะ,0.3,132,11352,19683,19228,16277,19529,3761,18839,21001,19273,14968,8184
2563,Adder,35,นครราชสีมา, 2 ,นครราชสีมา,ชีวภาพ,51.387,13480351,16316334,18177337,14029481,7080421,5341500,8888611,9475656,11497027,9977990,11140482,13973583
2563,Adder,35,นครราชสีมา, 2 ,นครราชสีมา,ชีวมวล,8,0,154560,120,0,0,0,0,0,0,240,11880,0
2563,Adder,35,นครราชสีมา, 2 ,นครราชสีมา,พลังงานลม,10,1301430,1804470,1003350,1030558,1196850,1207710,1329780,1905359,776010,1433280,2531969,2831669
2563,Adder,35,นครราชสีมา, 2 ,นครราชสีมา,พลังงานแสงอาทิตย์,81.055,13436616,13103354,13311025,13229222,12925343,12240400,13314034,12248747,12476796,8769503,13305154,14053105
2563,Adder,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,ชีวภาพ,3.79,445374,740277,1341945,1536553,1378004,1137352,1617762,1742842,1350145,1035194,1160153,603311
2563,Adder,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,ชีวมวล,6.9,296280,218280,474480,936720,782040,1138200,1298880,1392480,1546800,903240,661560,297000
2563,Adder,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,พลังงานลม,20.715,2834381,4371060,1288770,1317089,873830,1410918,1098081,2215777,1997494,1990249,2189172,3272116
2563,Adder,15,นครสวรรค์, 4 ,นครสวรรค์,ชีวมวล,3,120,48863,120,80,120,120,120,80,40,120,0,17520
2563,Adder,15,นครสวรรค์, 4 ,นครสวรรค์,พลังงานแสงอาทิตย์,14.63,1777564,1856584,1943200,1826520,2143140,2165688,2304392,2030112,2035088,1583140,2201504,2274280
2563,Adder,26,บึงกาฬ, 2 ,บึงกาฬ,พลังงานแสงอาทิตย์,8.874,1303144,1320456,1166236,1292556,1319220,1125668,1159196,898878,1113959,1004617,1301377,1407264
2563,Adder,36,บุรีรัมย์, 2 ,บุรีรัมย์,ชีวภาพ,2.12,873167,687281,765481,960202,604873,859220,824796,1111711,897876,725681,612062,614123
2563,Adder,36,บุรีรัมย์, 2 ,บุรีรัมย์,ชีวมวล,6.5,3329399,2965320,2675760,2858758,1184865,1647240,1104840,0,31200,0,0,1791526
2563,Adder,36,บุรีรัมย์, 2 ,บุรีรัมย์,พลังงานแสงอาทิตย์,41.64,7726228,7372954,7524949,7251067,6977441,7138558,7532998,7010543,6770429,4802770,7332971,7579504
2563,Adder,42,ปทุมธานี, 5 ,ปทุมธานี,ขยะ,6,42440,34840,43400,31640,23200,21600,10080,0,10640,12040,9240,7320
2563,Adder,42,ปทุมธานี, 5 ,ปทุมธานี,ชีวภาพ,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,42,ปทุมธานี, 5 ,ปทุมธานี,พลังงานแสงอาทิตย์,0.0627,3997,3820,4616,4280,4371,4026,3944,3329,3403,2579,3308,3480
2563,Adder,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,ชีวมวล,7,692880,669120,207120,686400,746040,453487,486786,0,0,0,0,120
2563,Adder,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,พลังงานแสงอาทิตย์,2.735,304719,298724,376382,304171,319365,257788,298579,269334,260921,227428,297178,290400
2563,Adder,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,พลังงานแสงอาทิตย์,29.31,5132798,4958283,5071174,5243111,4966834,4398653,4920762,4361601,4369322,3946509,5150221,5382343
2563,Adder,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,โคเจน,15.99,1799576,2783264,3075064,3182879,3792007,3711887,3867255,4179770,3491164,1935352,2217835,2273051
2563,Adder,70,ปัตตานี, 3 ,ปัตตานี,ชีวภาพ,2,30,30,31691,0,0,0,30,0,0,0,0,0
2563,Adder,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ขยะ,2.8,20720,6240,370080,541919,454960,578000,91280,10960,2880,4800,52560,400
2563,Adder,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ชีวภาพ,1.2,0,0,0,66020,161340,31900,0,2220,28556,20320,11100,81820
2563,Adder,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,พลังงานแสงอาทิตย์,59.75,9105166,9194105,10174138,9569801,9616822,9359570,9893475,8900763,8568799,7178350,9591208,9782123
2563,Adder,68,พังงา, 3 ,พังงา,ชีวภาพ,2.8,26460,118200,238800,1190760,1031160,1308480,1037460,184980,250500,304920,20520,114060
2563,Adder,13,พิจิตร, 4 ,พิจิตร,ขยะ,9.2,0,0,0,0,1863631,1866131,5441263,2965025,5860594,4589570,4463428,3597296
2563,Adder,13,พิจิตร, 4 ,พิจิตร,พลังงานแสงอาทิตย์,4.5,650880,666720,684800,651360,680160,623600,690720,603120,589026,505213,668720,688880
2563,Adder,7,พิษณุโลก, 4 ,พิษณุโลก,ชีวมวล,8,5791922,5288912,4653865,3553440,5182793,5451910,4919168,1163032,0,0,0,2805741
2563,Adder,67,ภูเก็ต, 3 ,ภูเก็ต,ขยะ,13,6002910,5311510,6763489,6269130,5898861,5005170,5734538,4862095,5381190,5333310,5381479,5674441
2563,Adder,32,มหาสารคาม, 2 ,มหาสารคาม,ชีวมวล,6,3134520,428640,0,0,0,0,0,0,0,0,0,138720
2563,Adder,32,มหาสารคาม, 2 ,มหาสารคาม,พลังงานแสงอาทิตย์,2.856,441400,395060,398960,439220,433038,415878,438500,377950,373068,284480,414380,426120
2563,Adder,34,มุกดาหาร, 2 ,มุกดาหาร,ชีวภาพ,2.063,303959,605820,642700,489400,560780,604460,454080,1054080,1078140,1061040,816210,1077120
2563,Adder,62,ระนอง, 3 ,ระนอง,ชีวภาพ,1.5,115400,103008,230285,205240,27335,232723,146543,0,43929,52416,54155,37326
2563,Adder,49,ระยอง, 6 ,ระยอง,พลังงานแสงอาทิตย์,1.55,202280,203740,240480,196360,207620,163400,183740,176760,162620,149440,195140,205360
2563,Adder,58,ราชบุรี, 7 ,ราชบุรี,ขยะ,8,3968031,5375043,5725090,5513875,5434390,5553750,5601149,5621937,5465756,5602498,2567978,5449612
2563,Adder,58,ราชบุรี, 7 ,ราชบุรี,ชีวภาพ,4.851,582855,478436,269490,423929,578611,596935,735131,658448,668757,144112,461329,356276
2563,Adder,58,ราชบุรี, 7 ,ราชบุรี,พลังงานแสงอาทิตย์,2.76,407135,400780,442810,399138,397489,363729,381005,363581,370421,271703,364602,406319
2563,Adder,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,ชีวภาพ,3.979,603880,989800,901980,64020,0,0,0,95100,467977,841100,209240,201180
2563,Adder,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,พลังงานแสงอาทิตย์,8,1335680,1389600,1357760,1401120,1354240,1384320,1471040,1158560,1151680,884480,1302720,1326400
2563,Adder,45,ลพบุรี, 5 ,ลพบุรี,ชีวมวล,8,2416321,8880,240,120,546600,560880,451800,142560,166800,120600,44880,87600
2563,Adder,45,ลพบุรี, 5 ,ลพบุรี,พลังงานแสงอาทิตย์,49.71,6943810,7100229,7773403,7829776,7508412,7172021,7335637,6937229,6940750,5254680,7361690,7487314
2563,Adder,4,ลำปาง, 4 ,ลำปาง,พลังงานแสงอาทิตย์,3.008,346410,374390,435304,385357,441965,386311,373860,304779,272866,275560,367732,347104
2563,Adder,2,ลำพูน, 4 ,ลำพูน,พลังงานแสงอาทิตย์,1.951,274705,263747,305455,273237,297896,249183,261974,213369,223229,190415,253722,272743
2563,Adder,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,ชีวภาพ,3.95,121860,79944,433272,502536,538848,292920,231396,216936,364476,514584,449808,250200
2563,Adder,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,พลังงานแสงอาทิตย์,16.99,2831960,2806640,2790720,2460280,2503160,2571440,2725720,2185480,2345480,1537880,2306480,2506080
2563,Adder,22,สกลนคร, 2 ,สกลนคร,ขยะ,0.216,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,22,สกลนคร, 2 ,สกลนคร,พลังงานแสงอาทิตย์,12.962,2130601,2192029,1998513,2136297,2145736,1895128,2051822,1617638,1767309,1653777,2176520,2298409
2563,Adder,73,สงขลา, 3 ,สงขลา,ขยะ,6.5,2578080,624840,2497440,3038400,2084280,2233080,2886000,2046600,3000240,1275120,2407920,1410120
2563,Adder,73,สงขลา, 3 ,สงขลา,พลังงานแสงอาทิตย์,0.0068,506,462,491,361,317,301,337,360,370,362,298,303
2563,Adder,72,สตูล, 3 ,สตูล,ชีวภาพ,0.95,83322,164070,135432,245934,262854,296059,129474,178794,155916,100132,78570,66258
2563,Adder,55,สมุทรสาคร, 7 ,สมุทรสาคร,ชีวภาพ,0.99,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,55,สมุทรสาคร, 7 ,สมุทรสาคร,พลังงานลม,0.9,2112,2748,6684,4068,2448,1716,960,1488,1296,264,276,240
2563,Adder,40,สระบุรี, 5 ,สระบุรี,พลังงานแสงอาทิตย์,29.044,3836069,3911145,4344082,4224911,4087589,3850227,3935385,3679838,3610235,2920265,3890635,4114212
2563,Adder,40,สระบุรี, 5 ,สระบุรี,โคเจน,9.8,1353017,2935950,2777308,2636458,2817208,2937041,2641595,3045517,2910273,2526531,2627712,3097107
2563,Adder,52,สระแก้ว, 6 ,สระแก้ว,ขยะ,9,4809000,5632320,4929120,6167755,3394920,6235560,6240463,4680950,855120,6181560,5013840,5058600
2563,Adder,52,สระแก้ว, 6 ,สระแก้ว,ชีวภาพ,6,440400,1057200,755760,1239999,273200,486400,969600,1141520,1091841,1189120,408960,1583680
2563,Adder,52,สระแก้ว, 6 ,สระแก้ว,โคเจน,8,634080,572640,596640,743040,1385520,749280,355440,1416000,461039,396720,566640,566400
2563,Adder,46,สิงห์บุรี, 5 ,สิงห์บุรี,ชีวมวล,15.8,11000551,7519713,0,2610960,9194206,10148660,3512714,0,0,0,7800,7326307
2563,Adder,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,ชีวภาพ,21.22,1636940,1594480,2951683,3456294,2279730,2185030,2851629,3021126,3221161,2925246,3283704,3701928
2563,Adder,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,พลังงานแสงอาทิตย์,56,8586730,9115492,10047110,9536907,9672970,9372560,9650225,8718077,8556108,6872137,9322212,9597544
2563,Adder,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,ชีวภาพ,62.79,9688019,10798728,15828102,18430004,19888157,19273286,20039022,18040617,14321070,13914459,10779273,8516365
2563,Adder,38,สุรินทร์, 2 ,สุรินทร์,ชีวมวล,16,7529760,8129640,10993351,7990644,488867,0,0,0,0,4509514,10139815,9406482
2563,Adder,38,สุรินทร์, 2 ,สุรินทร์,พลังงานแสงอาทิตย์,20.64,3474080,3325420,3313700,3192060,3186848,3092700,3244220,2925658,2863965,2170916,3242538,3306288
2563,Adder,12,สุโขทัย, 4 ,สุโขทัย,พลังงานแสงอาทิตย์,8,1215120,1274160,1374000,1290480,1426440,1254120,1305120,1029840,1103280,948360,1262520,1366320
2563,Adder,12,สุโขทัย, 4 ,สุโขทัย,โคเจน,4.5,878180,937100,1004600,845460,1109580,1015240,960140,1029480,944320,832480,698480,461500
2563,Adder,24,หนองคาย, 2 ,หนองคาย,พลังงานแสงอาทิตย์,2.998,430304,419791,412239,454069,476094,426344,431260,349676,370015,361335,459527,482121
2563,Adder,28,อำนาจเจริญ, 2 ,อำนาจเจริญ,ชีวภาพ,0.97,60140,170540,109240,80260,88940,91160,27660,84640,174320,151740,45200,21480
2563,Adder,19,อุดรธานี, 2 ,อุดรธานี,ชีวมวล,8,5844327,5476916,5830312,5678645,2161901,0,0,0,0,0,0,2727916
2563,Adder,19,อุดรธานี, 2 ,อุดรธานี,พลังงานแสงอาทิตย์,16.111,2265597,2289788,2215712,2349355,2350930,2193774,2250100,1861932,1895555,1736114,2440228,2606800
2563,Adder,14,อุตรดิตถ์, 4 ,อุตรดิตถ์,ชีวมวล,3,0,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,18,อุทัยธานี, 4 ,อุทัยธานี,ชีวภาพ,3,162120,124080,156240,118560,66120,193920,156960,0,0,0,8160,104400
2563,Adder,27,อุบลราชธานี, 2 ,อุบลราชธานี,ชีวภาพ,4.57,1281060,1814620,1534800,1020200,776500,796400,780860,897360,1550300,1337920,1066180,820422
2563,Adder,27,อุบลราชธานี, 2 ,อุบลราชธานี,พลังงานแสงอาทิตย์,23.98,4284963,4137056,3944887,3912364,3850760,3834259,3844522,3391729,3528410,2654373,3702845,4119995
2563,Adder,41,อ่างทอง, 5 ,อ่างทอง,ชีวภาพ,1,100,0,0,0,0,0,0,0,0,0,0,0
2563,Adder,41,อ่างทอง, 5 ,อ่างทอง,พลังงานแสงอาทิตย์,9.2,1213200,1277980,1405820,1392240,1326640,1224140,1296420,1221700,1203021,992400,1296960,1299160
2563,Adder,3,เชียงราย, 4 ,เชียงราย,พลังงานแสงอาทิตย์,8,1235160,1099560,1112400,1069080,1322760,1109880,1124400,946320,990000,1040040,1186200,1159200
2563,Adder,1,เชียงใหม่, 4 ,เชียงใหม่,ขยะ,2,959240,855646,1148725,1267081,1175458,1197525,1334240,1091536,1311620,1290193,1359580,1385829
2563,Adder,1,เชียงใหม่, 4 ,เชียงใหม่,ชีวภาพ,1,3480,0,0,960,300,0,0,0,0,0,0,0
2563,Adder,1,เชียงใหม่, 4 ,เชียงใหม่,พลังงานน้ำ,0.285,18312,5539,1893,2978,5730,9853,26381,43370,64695,59550,64749,41618
2563,Adder,1,เชียงใหม่, 4 ,เชียงใหม่,พลังงานแสงอาทิตย์,1.92,294744,263820,266892,254412,305892,244188,259932,195480,234288,217620,271668,286877
2563,Adder,59,เพชรบุรี, 7 ,เพชรบุรี,พลังงานลม,0.05,299,572,842,592,353,212,289,350,138,85,176,328
2563,Adder,59,เพชรบุรี, 7 ,เพชรบุรี,พลังงานแสงอาทิตย์,2.1785,217372,221305,262564,235317,240519,197633,218747,197015,158511,25624,212829,318822
2563,Adder,16,เพชรบูรณ์, 4 ,เพชรบูรณ์,ชีวภาพ,2.1,259920,462900,724095,476940,212820,0,0,0,0,120,0,0
2563,Adder,16,เพชรบูรณ์, 4 ,เพชรบูรณ์,พลังงานแสงอาทิตย์,24.91916,3439161,3479712,3587851,3498111,3440773,3146388,3483435,3119670,3152938,2480820,3619529,3890692
2563,Adder,23,เลย, 2 ,เลย,ชีวภาพ,1,159851,148919,133176,154749,250587,111620,161520,53360,40960,11600,70389,62328
2563,Adder,23,เลย, 2 ,เลย,ชีวมวล,2.12,1576623,1468715,0,0,0,0,0,0,0,0,60825,980842
2563,Adder,23,เลย, 2 ,เลย,พลังงานแสงอาทิตย์,11.76,1740480,1736880,1827440,1863677,1863120,1685120,1682880,1460614,1527634,1299994,1785920,1929520
2563,Adder,6,แม่ฮ่องสอน, 4 ,แม่ฮ่องสอน,พลังงานน้ำ,0.85,1720,0,40,1220,140,40,20,40,0,40,140,180
2563,Adder,6,แม่ฮ่องสอน, 4 ,แม่ฮ่องสอน,พลังงานแสงอาทิตย์,3.84,558980,475500,505560,526340,487760,441720,480980,374560,476720,431840,549340,597460
2563,FiT,65,กระบี่, 3 ,กระบี่,ขยะ,4.4,0,0,0,0,0,0,0,0,0,0,0,373065
2563,FiT,65,กระบี่, 3 ,กระบี่,ชีวมวล,8.5,3839923,5026052,4922680,4618570,4766057,4439483,3978433,4473180,3732522,3118258,2845913,2856801
2563,FiT,65,กระบี่, 3 ,กระบี่,พลังงานแสงอาทิตย์,14.64,2458635,2273520,2704695,2126265,2001495,1693830,1825965,1916010,1803480,1582995,1377105,1638465
2563,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,ชีวมวล,64.85,23324052,19931859,16937162,14647056,11425835,14430357,13245347,7315278,9159774,9136201,11000254,11832150
2563,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,พลังงานแสงอาทิตย์,50.94,6328640,6569920,7527880,6803460,7088720,6676360,6857400,6312140,6363620,4686440,6483400,6664480
2563,FiT,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,ชีวมวล,21,13489109,13345941,9519023,12430039,11302037,10573612,10561107,9615139,9116983,9518012,10980034,12305290
2563,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,ชีวมวล,69.9,45565645,44128276,47551134,40420947,42251002,37325194,37151618,37393755,33247131,29218479,27450846,38819735
2563,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,พลังงานแสงอาทิตย์,5,623100,693900,723300,705120,766620,720780,808680,616620,647820,514980,640500,661680
2563,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,ชีวมวล,24,16212808,15420067,17793714,12670867,17671648,17164602,17765053,17757066,17084252,12019342,11756345,17662510
2563,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,พลังงานแสงอาทิตย์,5,602480,642600,644560,689880,702160,639200,661440,541960,549680,494320,616800,650800
2563,FiT,48,จันทบุรี, 6 ,จันทบุรี,พลังงานแสงอาทิตย์,12,1576650,1509420,1560330,1386930,1259340,1156950,1359990,1295490,1234470,1069980,1382730,1535340
2563,FiT,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,พลังงานแสงอาทิตย์,13.08,1664000,1638260,1760200,1678440,1601460,1459540,1589780,1402760,1332120,1133080,1333940,1476300
2563,FiT,47,ชลบุรี, 6 ,ชลบุรี,ขยะ,6.9,4825094,4557824,3957939,4598251,3629967,4462090,4971537,4810950,4558897,2653310,4666666,4991066
2563,FiT,47,ชลบุรี, 6 ,ชลบุรี,ชีวภาพ,1,251709,532779,479022,557177,326606,464265,514158,498428,424326,398338,351828,526561
2563,FiT,47,ชลบุรี, 6 ,ชลบุรี,ชีวมวล,20,7327024,9884503,8851943,8098160,8703581,7228930,5236011,4077123,6826704,8368682,7424374,8825296
2563,FiT,47,ชลบุรี, 6 ,ชลบุรี,พลังงานแสงอาทิตย์,6,718060,710200,773560,686140,695400,566080,628700,669420,591460,538320,757140,780620
2563,FiT,17,ชัยนาท, 4 ,ชัยนาท,ชีวมวล,3.41,299060,1474580,1286880,1176880,582300,844280,1089540,744040,153880,726960,1399400,1620629
2563,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวภาพ,2.738,33532,82140,84140,81860,67380,83780,48380,103722,210080,268610,551515,819765
2563,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวมวล,0.42,0,0,0,0,0,0,0,0,0,0,0,0
2563,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานแสงอาทิตย์,4,573040,561040,566440,586720,564560,523200,559120,485920,501360,382880,560120,594640
2563,FiT,61,ชุมพร, 3 ,ชุมพร,ชีวภาพ,3.22,740070,804960,1422570,1739400,1858377,1781608,1580576,1607999,1682741,1546800,1178220,735359
2563,FiT,61,ชุมพร, 3 ,ชุมพร,ชีวมวล,16,8057245,6664779,10534218,10422647,9816236,8942115,9559981,9987052,9447964,6562735,7994725,7932980
2563,FiT,61,ชุมพร, 3 ,ชุมพร,พลังงานแสงอาทิตย์,5,648420,616980,758460,670200,624660,556620,564360,564720,520920,456840,498000,444660
2563,FiT,64,ตรัง, 3 ,ตรัง,ชีวมวล,6.5,0,0,0,0,317070,315270,391140,128340,180360,49680,115650,0
2563,FiT,64,ตรัง, 3 ,ตรัง,พลังงานแสงอาทิตย์,5,801840,761640,900540,739200,666840,616080,603660,676020,566580,515760,465240,486600
2563,FiT,50,ตราด, 6 ,ตราด,พลังงานแสงอาทิตย์,5,659520,588480,663060,470479,568680,536760,583980,516240,506940,506460,639900,681000
2563,FiT,11,ตาก, 4 ,ตาก,ชีวมวล,8,5233626,5188089,5905191,5546571,4978208,5478310,5520508,5932966,2439355,5559908,5147000,5396611
2563,FiT,11,ตาก, 4 ,ตาก,พลังงานแสงอาทิตย์,5.95,715280,647360,672160,591440,673600,637360,663200,463120,600240,582240,706400,708160
2563,FiT,43,นครนายก, 5 ,นครนายก,พลังงานแสงอาทิตย์,5,603000,593640,660413,612527,576120,567360,629700,562560,563100,478380,625980,677040
2563,FiT,54,นครปฐม, 7 ,นครปฐม,ชีวมวล,17,9109360,7851947,9273446,8378386,7446936,7113565,7279056,7953925,8593539,6681959,8970538,10951646
2563,FiT,54,นครปฐม, 7 ,นครปฐม,พลังงานแสงอาทิตย์,100.9,12937740,13274500,15140020,13975000,14595560,13995060,14005220,13085400,12559520,10355620,13320540,13808180
