year,type,provinceNumber,provinceTranslate,regionNumber,province,fuel,contractCapacityMW,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2564,FiT,65,กระบี่, 3 ,กระบี่,ขยะ, 4.40 ,3195996,2935424,2468054,3136880,3255181,3156701,2992659,3246823,329830,3149148,3117948,2935195
2564,FiT,65,กระบี่, 3 ,กระบี่,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,65,กระบี่, 3 ,กระบี่,ชีวมวล, 15.50 ,3175868,4256027,4572777,4629163,4092281,4649658,4583813,4353762,4049603,4107058,4187307,2309606
2564,FiT,65,กระบี่, 3 ,กระบี่,พลังงานแสงอาทิตย์, 14.64 ,1928235,2216265,2409300,2050230,1866285,1923795,1773885,1965495,1771470,1813890,1171740,1940820
2564,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,ชีวมวล, 64.85 ,23185757,22684390,23273840,16146300,14363073,10732727,12061887,16635305,14113767,10177117,9959419,15226301
2564,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,พลังงานแสงอาทิตย์, 50.94 ,7284380,6560960,7129160,6509700,7300880,6376420,5865440,6477600,5584700,5751880,5727240,7090620
2564,FiT,56,กาญจนบุรี, 7 ,กาญจนบุรี,โคเจน,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,ชีวมวล, 21.00 ,13098966,11000463,8962060,8345148,5914302,5571767,5737215,2500873,10609692,11394124,10335614,11250824
2564,FiT,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,ชีวมวล, 77.90 ,41865245,37744216,40431493,44291943,38523859,39580474,40043707,39251686,32637833,26012382,26497828,41365052
2564,FiT,10,กำแพงเพชร, 4 ,กำแพงเพชร,พลังงานแสงอาทิตย์, 5.00 ,697080,686280,706020,681300,848340,725940,621600,677040,597180,601740,658740,722700
2564,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,ชีวมวล, 24.00 ,17667561,15937166,16973605,15220530,17410641,17041944,12681391,15727150,17044814,17769262,17131403,16836595
2564,FiT,20,ขอนแก่น, 2 ,ขอนแก่น,พลังงานแสงอาทิตย์, 5.00 ,488680,661180,682364,619736,668660,607480,612760,651160,529960,587480,676800,676600
2564,FiT,48,จันทบุรี, 6 ,จันทบุรี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,48,จันทบุรี, 6 ,จันทบุรี,พลังงานแสงอาทิตย์, 12.00 ,1711440,1572870,1506360,1375320,1449240,1393830,1314960,1365570,1122930,1224450,1272150,1626000
2564,FiT,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,ชีวมวล,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,พลังงานแสงอาทิตย์, 13.08 ,1566020,1470220,1521560,1349480,1614980,1508660,1385020,1467120,1265900,1485460,1493560,1740400
2564,FiT,47,ชลบุรี, 6 ,ชลบุรี,ขยะ, 6.90 ,4933670,4393858,4594505,1211251,4887333,4852709,4902796,5036295,4640199,4953628,4844148,2764968
2564,FiT,47,ชลบุรี, 6 ,ชลบุรี,ชีวภาพ, 1.00 ,547789,408864,456900,426744,467496,455844,381240,439175,232776,458023,547272,519986
2564,FiT,47,ชลบุรี, 6 ,ชลบุรี,ชีวมวล, 20.00 ,7746724,8548914,8530494,6709119,7484834,8785129,9338311,7964114,8807463,8605937,6438717,7475320
2564,FiT,47,ชลบุรี, 6 ,ชลบุรี,พลังงานแสงอาทิตย์, 6.00 ,821460,748580,746680,581500,715940,698420,649460,687200,605240,659760,696740,820060
2564,FiT,17,ชัยนาท, 4 ,ชัยนาท,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,17,ชัยนาท, 4 ,ชัยนาท,ชีวมวล, 3.41 ,1619465,1449576,1189740,903080,55380,493540,254302,55775,62000,49820,59800,52680
2564,FiT,17,ชัยนาท, 4 ,ชัยนาท,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวภาพ, 3.00 ,859356,862960,603700,614580,519400,62920,348180,459180,607260,897500,588100,591200
2564,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,ชีวมวล, 2.42 ,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานลม,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานแสงอาทิตย์, 4.00 ,614160,569520,552520,493160,560360,480920,459760,518800,442760,489520,552320,604320
2564,FiT,61,ชุมพร, 3 ,ชุมพร,ชีวภาพ, 3.22 ,571530,853217,1308440,1572610,2124270,1686850,1187770,1501990,1109600,1111740,840700,908340
2564,FiT,61,ชุมพร, 3 ,ชุมพร,ชีวมวล, 16.00 ,5862506,8088585,9756580,8844169,9398123,4255559,6967656,9387714,8471247,8777808,5094905,5900804
2564,FiT,61,ชุมพร, 3 ,ชุมพร,พลังงานแสงอาทิตย์, 5.00 ,526740,599640,681960,605580,518880,583260,420300,502320,513720,454380,317160,516660
2564,FiT,64,ตรัง, 3 ,ตรัง,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,64,ตรัง, 3 ,ตรัง,ชีวมวล, 11.73 ,0,0,0,0,147060,101160,0,0,0,0,0,0
2564,FiT,64,ตรัง, 3 ,ตรัง,พลังงานแสงอาทิตย์, 5.00 ,572580,745800,816420,674160,612060,606180,621000,642120,569220,614160,380520,605340
2564,FiT,50,ตราด, 6 ,ตราด,พลังงานแสงอาทิตย์, 5.00 ,714660,618960,617160,561660,564600,471420,501420,512580,416400,473940,547320,710280
2564,FiT,11,ตาก, 4 ,ตาก,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,11,ตาก, 4 ,ตาก,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,11,ตาก, 4 ,ตาก,ชีวมวล, 8.00 ,5713605,5083372,5326657,5648529,5886087,5579955,5683604,5805247,5364574,2403597,3530245,5839468
2564,FiT,11,ตาก, 4 ,ตาก,พลังงานแสงอาทิตย์, 5.95 ,694240,735920,743120,703360,742800,499920,459200,541440,563760,562000,596240,782720
2564,FiT,43,นครนายก, 5 ,นครนายก,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,43,นครนายก, 5 ,นครนายก,พลังงานแสงอาทิตย์, 5.00 ,637980,606720,693000,503820,644340,548280,554940,558360,505320,581340,602100,694140
2564,FiT,54,นครปฐม, 7 ,นครปฐม,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,54,นครปฐม, 7 ,นครปฐม,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,54,นครปฐม, 7 ,นครปฐม,ชีวมวล, 17.00 ,8362813,7438429,8684370,8924080,5629204,5664833,5855869,5885877,5374654,10194191,9467740,8731560
2564,FiT,54,นครปฐม, 7 ,นครปฐม,พลังงานแสงอาทิตย์, 100.90 ,14364140,13394900,14150160,12836540,14699640,13340040,12579520,13243920,11127020,12295540,12278829,14192344
2564,FiT,21,นครพนม, 2 ,นครพนม,ชีวมวล, 0.30 ,0,0,0,0,0,0,184,7400,6216,5728,10728,152
2564,FiT,21,นครพนม, 2 ,นครพนม,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,35,นครราชสีมา, 2 ,นครราชสีมา,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,35,นครราชสีมา, 2 ,นครราชสีมา,ชีวภาพ, 1.00 ,669680,624060,650840,635838,686040,610120,666760,650875,693654,568292,566179,641959
2564,FiT,35,นครราชสีมา, 2 ,นครราชสีมา,ชีวมวล, 52.70 ,34296199,31090968,33061784,30823208,35321540,33604791,29181355,27704145,26782437,23639985,20950198,30330058
2564,FiT,35,นครราชสีมา, 2 ,นครราชสีมา,พลังงานลม,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,35,นครราชสีมา, 2 ,นครราชสีมา,พลังงานแสงอาทิตย์, 16.00 ,2458120,2262600,2178220,1915620,2232820,2149440,2080680,2136440,1731700,1852080,2012460,2325280
2564,FiT,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,ชีวมวล, 43.25 ,25514524,23379359,24773702,23783355,25791822,24538378,24225329,25856640,24743208,22090273,21318231,22513032
2564,FiT,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,พลังงานลม,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,พลังงานแสงอาทิตย์, 1.20 ,138006,183402,196434,144342,143262,135684,127512,135126,129546,125676,95112,145422
2564,FiT,15,นครสวรรค์, 4 ,นครสวรรค์,ชีวภาพ, 0.85 ,576634,490979,468615,448476,593438,490614,588113,435281,559343,583678,585876,602937
2564,FiT,15,นครสวรรค์, 4 ,นครสวรรค์,ชีวมวล, 19.45 ,11519568,11482219,7734936,4214409,6614060,7346604,6985322,5945117,3271643,0,60,4514741
2564,FiT,15,นครสวรรค์, 4 ,นครสวรรค์,พลังงานแสงอาทิตย์, 16.00 ,2313600,1989360,2072160,1990080,2412720,2154960,2076120,2093640,1767120,1897800,2085360,2228280
2564,FiT,74,นราธิวาส, 3 ,นราธิวาส,ชีวภาพ, 1.91 ,123930,331920,455670,445275,661680,596700,653895,521955,848925,750150,677295,433665
2564,FiT,74,นราธิวาส, 3 ,นราธิวาส,ชีวมวล, 13.30 ,8367602,5221490,7504494,6939476,6800560,8096158,5055904,8217564,8069521,7341982,7225972,7788789
2564,FiT,26,บึงกาฬ, 2 ,บึงกาฬ,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,36,บุรีรัมย์, 2 ,บุรีรัมย์,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,36,บุรีรัมย์, 2 ,บุรีรัมย์,ชีวมวล, 48.00 ,17132894,17813129,19155919,17300155,15318003,16096640,15150036,12324466,13482859,10140883,3762338,8028784
2564,FiT,36,บุรีรัมย์, 2 ,บุรีรัมย์,พลังงานแสงอาทิตย์, 9.00 ,1321940,1276780,1273220,1190080,1277560,1149640,1174520,1218300,976480,937820,1094980,1217580
2564,FiT,42,ปทุมธานี, 5 ,ปทุมธานี,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,42,ปทุมธานี, 5 ,ปทุมธานี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,42,ปทุมธานี, 5 ,ปทุมธานี,พลังงานแสงอาทิตย์, 19.75 ,2731750,2573450,2627820,2364580,2784960,2615600,2456380,2473300,2079920,2287740,2282110,2616030
2564,FiT,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,ชีวภาพ, 2.25 ,374200,434040,779680,1075640,868680,651280,490400,398880,600960,624440,490920,370680
2564,FiT,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,ชีวมวล, 20.00 ,7289080,8497469,9753668,10313156,9817887,13041720,9741367,7112726,6411769,6861086,6960297,5732317
2564,FiT,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,พลังงานแสงอาทิตย์, 79.75 ,11109440,10409900,11561440,9984160,10055460,9203600,7917220,9153960,8376520,8599420,7455020,11035780
2564,FiT,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,พลังงานแสงอาทิตย์, 65.00 ,9263100,8613580,8528140,7725520,8736660,7773440,7232660,7537320,6602680,7610120,7986380,9207520
2564,FiT,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,โคเจน,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,70,ปัตตานี, 3 ,ปัตตานี,ชีวภาพ, 2.80 ,596025,762345,1047915,1205685,1040310,374805,548237,320084,318915,1000935,755415,1201140
2564,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ขยะ, 5.50 ,3426541,2083785,3473986,3671056,3904647,3616324,1831499,3494570,3632791,3592960,3153715,3911905
2564,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ชีวมวล, 8.00 ,5751051,4974406,4369827,5295970,5917469,5755954,5910501,5947322,5745500,5920277,5066891,5899391
2564,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,พลังงานแสงอาทิตย์, 42.00 ,5777670,5352450,5674350,5198220,5923470,5430480,5311830,5302980,4440600,5160120,5163780,5798610
2564,FiT,5,พะเยา, 4 ,พะเยา,พลังงานแสงอาทิตย์, 5.00 ,619020,609000,603900,571620,659460,537420,537420,549060,559380,462720,508740,605460
2564,FiT,68,พังงา, 3 ,พังงา,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,71,พัทลุง, 3 ,พัทลุง,ชีวมวล, 9.20 ,6313266,6078434,4255228,6497819,6679513,6215120,6705716,6709805,6527329,6720139,6503064,6615039
2564,FiT,13,พิจิตร, 4 ,พิจิตร,ขยะ, 4.88 ,2811550,3070842,3374080,3189280,3505374,3222881,3103614,2777569,2763399,3533869,3420347,3309630
2564,FiT,13,พิจิตร, 4 ,พิจิตร,ชีวมวล, 8.00 ,5948512,5372454,5952708,5725651,5949928,4018327,5669595,5867744,5748363,5945593,5744788,5951954
2564,FiT,13,พิจิตร, 4 ,พิจิตร,พลังงานแสงอาทิตย์, 45.75 ,6222560,6023960,6543320,6046600,6885880,6058160,5941320,5844680,5287720,5543320,6204480,6506240
2564,FiT,7,พิษณุโลก, 4 ,พิษณุโลก,ชีวมวล, 4.50 ,2999892,1904331,3211872,2518043,3209620,3201986,2589534,3233564,2392953,3122464,2912912,2972255
2564,FiT,67,ภูเก็ต, 3 ,ภูเก็ต,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,32,มหาสารคาม, 2 ,มหาสารคาม,ชีวมวล,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,32,มหาสารคาม, 2 ,มหาสารคาม,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,34,มุกดาหาร, 2 ,มุกดาหาร,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,34,มุกดาหาร, 2 ,มุกดาหาร,ชีวมวล, 16.00 ,10330219,6659383,7085227,0,0,0,0,0,0,0,15884,5994096
2564,FiT,34,มุกดาหาร, 2 ,มุกดาหาร,พลังงานลม,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,69,ยะลา, 3 ,ยะลา,ชีวมวล, 24.90 ,10730402,12157210,13554224,15515122,14743025,14370906,12723560,13557320,11575200,7752733,6459386,11460867
2564,FiT,62,ระนอง, 3 ,ระนอง,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,49,ระยอง, 6 ,ระยอง,ขยะ, 15.00 ,3618480,3061200,2640,2140200,2797598,4238956,5313194,4482391,6361440,6408466,6773597,6963909
2564,FiT,49,ระยอง, 6 ,ระยอง,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,49,ระยอง, 6 ,ระยอง,พลังงานแสงอาทิตย์, 5.95 ,852840,781440,806400,689520,753420,643140,626520,628320,531840,637800,678000,846780
2564,FiT,58,ราชบุรี, 7 ,ราชบุรี,ขยะ, 4.00 ,127200,120960,0,384640,0,0,0,0,0,0,240,240
2564,FiT,58,ราชบุรี, 7 ,ราชบุรี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,58,ราชบุรี, 7 ,ราชบุรี,ชีวมวล, 22.80 ,7670080,9104958,8469240,4820216,0,0,1953600,3952160,494720,0,48240,3709760
2564,FiT,58,ราชบุรี, 7 ,ราชบุรี,พลังงานแสงอาทิตย์, 17.00 ,2481600,2240460,2402640,2102460,2355540,2099880,1916400,2113800,1873500,1953240,1697040,2241240
2564,FiT,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,ชีวมวล, 37.12 ,21065167,20575787,22676888,17810285,20613405,21069640,24594097,24374440,20326392,22441788,20395938,20668003
2564,FiT,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,45,ลพบุรี, 5 ,ลพบุรี,ชีวมวล, 15.38 ,5685953,5046302,4155558,5333763,5395899,5457055,4208472,4637677,868460,5268271,4734400,4009838
2564,FiT,45,ลพบุรี, 5 ,ลพบุรี,พลังงานแสงอาทิตย์, 24.80 ,3556780,3257600,3418540,3010820,3520100,3137040,3038400,3164180,2748000,2963200,3002460,3459100
2564,FiT,4,ลำปาง, 4 ,ลำปาง,ชีวมวล, 8.00 ,5873281,5201493,5882503,5646230,5696343,4128429,5711873,5921027,5687223,5861578,5659676,5911292
2564,FiT,4,ลำปาง, 4 ,ลำปาง,พลังงานแสงอาทิตย์, 7.00 ,930960,882640,901680,839920,997360,753360,773200,869280,778960,777600,875760,979120
2564,FiT,2,ลำพูน, 4 ,ลำพูน,ชีวมวล, 8.00 ,5942896,5375913,5944664,4932661,5952000,5760000,5950897,5929117,3935769,0,0,2758915
2564,FiT,2,ลำพูน, 4 ,ลำพูน,พลังงานแสงอาทิตย์, 8.00 ,1059540,1045860,1087680,963000,1197180,899340,869160,944460,877200,886080,997380,1149240
2564,FiT,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,ชีวมวล, 8.00 ,5854277,5366051,5364019,5234502,5842060,5330329,5765445,5917422,5113385,4802508,4030800,5107920
2564,FiT,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,22,สกลนคร, 2 ,สกลนคร,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,22,สกลนคร, 2 ,สกลนคร,ชีวมวล, 0.99 ,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,22,สกลนคร, 2 ,สกลนคร,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,73,สงขลา, 3 ,สงขลา,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,73,สงขลา, 3 ,สงขลา,ชีวมวล, 53.65 ,30228019,30747802,35130768,33192626,36086373,35505844,34736586,35063983,33450972,36571932,31972311,31921328
2564,FiT,73,สงขลา, 3 ,สงขลา,พลังงานแสงอาทิตย์, 5.00 ,588180,737820,783600,698280,622440,641700,642780,654960,629580,633420,366240,556440
2564,FiT,72,สตูล, 3 ,สตูล,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,72,สตูล, 3 ,สตูล,ชีวมวล, 9.20 ,6741989,6092673,3975047,6471986,6690347,6508603,6644401,6726020,6541862,6539955,6448707,6571747
2564,FiT,57,สมุทรสงคราม, 7 ,สมุทรสงคราม,พลังงานแสงอาทิตย์, 19.00 ,2692900,2517860,2800740,2557240,2771640,2537340,2194840,2438020,2111740,2162880,2046820,2265200
2564,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,ชีวมวล, 8.00 ,5884422,5220108,5692151,5561545,5502913,5137500,5677343,5368659,5122172,5827190,5377630,5772033
2564,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,พลังงานลม,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,พลังงานแสงอาทิตย์, 57.00 ,7853560,7572680,8361760,7696000,8539320,7683440,6790840,7362100,6407900,6632280,6228800,7307280
2564,FiT,40,สระบุรี, 5 ,สระบุรี,ขยะ, 8.00 ,4650883,2729628,5324877,4708084,3478311,4007076,5384616,4536570,3756434,5103646,4973548,3056435
2564,FiT,40,สระบุรี, 5 ,สระบุรี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,40,สระบุรี, 5 ,สระบุรี,ชีวมวล, 1.20 ,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,40,สระบุรี, 5 ,สระบุรี,พลังงานแสงอาทิตย์, 52.30 ,6766340,6708800,6679520,5761000,6687400,6383760,5963840,6254540,5120580,5780860,5781740,6813420
2564,FiT,40,สระบุรี, 5 ,สระบุรี,โคเจน,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,52,สระแก้ว, 6 ,สระแก้ว,ขยะ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,52,สระแก้ว, 6 ,สระแก้ว,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,52,สระแก้ว, 6 ,สระแก้ว,ชีวมวล, 24.00 ,14663785,13682935,15410206,15846910,14223417,13130559,10055528,10214977,10039126,9406267,14960700,13628380
2564,FiT,52,สระแก้ว, 6 ,สระแก้ว,พลังงานแสงอาทิตย์, 294.67 ,39458780,38617740,38093898,35996700,37542780,33870360,32482040,35222040,29596644,30881380,34625281,41013300
2564,FiT,52,สระแก้ว, 6 ,สระแก้ว,โคเจน,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,46,สิงห์บุรี, 5 ,สิงห์บุรี,ชีวมวล, 8.00 ,5846880,5287197,4705076,5693760,5515375,5686994,5671848,5576755,5685117,5708994,3800030,5938393
2564,FiT,46,สิงห์บุรี, 5 ,สิงห์บุรี,พลังงานแสงอาทิตย์, 1.00 ,122720,117060,131280,119700,151540,132580,119580,114200,95760,108400,76280,52040
2564,FiT,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,ชีวมวล, 35.80 ,13748874,16105532,16117214,12626650,14329657,14355588,14099320,13082719,14155278,11562398,14690690,16202653
2564,FiT,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,พลังงานแสงอาทิตย์, 12.00 ,1825170,1691600,1846170,1659580,1928400,1729480,1653670,1691950,1437930,1055310,453660,835470
2564,FiT,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,ชีวมวล, 35.90 ,16591059,16079880,18168535,19056912,20163319,21325627,22071168,17714545,18196167,19337109,19841726,20689349
2564,FiT,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,พลังงานแสงอาทิตย์, 10.00 ,1108740,1371000,1454760,1181760,1152840,1181040,1143300,1146540,1125600,1057560,726900,1098960
2564,FiT,38,สุรินทร์, 2 ,สุรินทร์,ชีวมวล, 8.00 ,5892335,3780736,5862619,5703557,5060272,5001165,5835400,5922010,5719607,5528680,5698711,5889530
2564,FiT,38,สุรินทร์, 2 ,สุรินทร์,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,12,สุโขทัย, 4 ,สุโขทัย,ชีวมวล, 8.00 ,5950705,5374760,5950011,5731032,5938424,5752572,5945308,5941608,5489024,5811342,3269173,5870384
2564,FiT,12,สุโขทัย, 4 ,สุโขทัย,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,12,สุโขทัย, 4 ,สุโขทัย,โคเจน,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,24,หนองคาย, 2 ,หนองคาย,ชีวมวล, 8.00 ,5887381,4317838,4919338,5715591,5252424,5670607,5880053,5862781,5687087,5924562,5712371,5862126
2564,FiT,24,หนองคาย, 2 ,หนองคาย,พลังงานแสงอาทิตย์,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,24,หนองคาย, 2 ,หนองบัวลําภู,ชีวมวล, 32.00 ,16741680,15242640,21156273,20745280,19085920,14127440,9822805,10637400,120,160,400,17474700
2564,FiT,24,หนองคาย, 2 ,หนองบัวลําภู,พลังงานแสงอาทิตย์, 4.00 ,585840,535960,533040,498960,552160,485480,488240,517560,406880,485600,568360,581160
2564,FiT,28,อำนาจเจริญ, 2 ,อำนาจเจริญ,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,19,อุดรธานี, 2 ,อุดรธานี,ชีวภาพ, 0.90 ,301280,210120,363260,427120,458300,440540,510740,542420,399820,488700,490860,552720
2564,FiT,19,อุดรธานี, 2 ,อุดรธานี,ชีวมวล, 22.00 ,12092926,10858195,10786430,1126312,4668933,5602620,5733063,4757825,5761116,6171640,4648644,9222921
2564,FiT,19,อุดรธานี, 2 ,อุดรธานี,พลังงานแสงอาทิตย์, 5.00 ,794760,752700,712080,714360,807060,717120,693600,768120,580800,622560,757920,751740
2564,FiT,14,อุตรดิตถ์, 4 ,อุตรดิตถ์,ชีวมวล, 12.61 ,308640,0,2276040,2224560,574680,4870546,6302365,7736472,6932739,7501573,7360879,7139563
2564,FiT,18,อุทัยธานี, 4 ,อุทัยธานี,ชีวภาพ,,0,0,0,0,0,0,0,0,0,0,0,0
2564,FiT,18,อุทัยธานี, 4 ,อุทัยธานี,ชีวมวล, 31.00 ,18293345,14325902,17782163,14979614,15146893,17598357,15284349,10176953,13344845,11641236,10896874,12126774
