COUNTRY_ZONE,PROVINCE,EGAT_SUB,PEA_SUB,FUEL,FUEL2,CONTRACTED_CAP_MW,ก่อนปรับ,
ภาคกลางตอนบน,นครนายก,NCO,องครักษ์,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,นครนายก,NY,นครนายก 1,Biogas,,0.96,,
ภาคกลางตอนบน,นครนายก,PA2,บ้านสร้าง  ,Solar Farm,,8,,
ภาคกลางตอนบน,ปทุมธานี,LLA,คลองหลวง,Solar Farm,,0.0447,,
ภาคกลางตอนบน,ปทุมธานี,LLA,องครักษ์,Biogas,,0.022,,
ภาคกลางตอนบน,ปทุมธานี,LLA,องครักษ์,Solar Farm,,0.0022,,
ภาคกลางตอนบน,ปทุมธานี,NV,คลองหลวง,Solar Farm,,1.75,,
ภาคกลางตอนบน,ปทุมธานี,NV,นวนคร 2,MSW,,6,,
ภาคกลางตอนบน,ปทุมธานี,RS(A),บ้านใหม่,Solar Farm,,0.056,,
ภาคกลางตอนบน,ปทุมธานี,RS(A),ปทุมธานี 1,Biogas,,0.055,,
ภาคกลางตอนบน,ปทุมธานี,RS(A),ปทุมธานี 3,Solar Farm,,0.002,,
ภาคกลางตอนบน,ปทุมธานี,SKK,PATHUMTHANI 2,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,ปทุมธานี,SKK,ปทุมธานี 1,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,ปทุมธานี,SKK,ลาดหลุมแก้ว,Solar ราชการ/สหกรณ์การเกษตร 1,,8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AT1,ดอนพุด,Biogas,,1.3,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AT1,ดอนพุด,Biomass,,8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AT1,บางปะหัน,MSW,,2.8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AT1,บางปะหัน,Solar Farm,,16,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AT2,เสนา,Solar Farm,,1.75,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY1,บางไทร,Solar ราชการ/สหกรณ์การเกษตร 1,,10,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY1,โรจนะ 2,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY1,เสนา,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY1,อยุธยา 1,Solar Farm,,7,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY1,อยุธยา 1,Solar ราชการ/สหกรณ์การเกษตร 1,,2,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY3,,IND,,8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,AY3,บางปะหัน,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,BI1,บางไทร,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,BI2,,Solar Farm,,0.16256,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,BI2,โรจนะ3,Solar Farm,,8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,BI2,วังน้อย,Solar Farm,,16,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,SKK,ลาดบัวหลวง,Solar Farm,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,SKK,ลาดบัวหลวง,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,SNO,บางปะอิน 3,Solar Farm,,8,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,SNO,ปทุมธานี 1,Biogas,,1,,
ภาคกลางตอนบน,พระนครศรีอยุธยา,SNO,ลาดบัวหลวง,Solar Farm,,3,,
ภาคกลางตอนบน,ลพบุรี,CBD,ชัยบาดาล 1,Biogas,,4,,
ภาคกลางตอนบน,ลพบุรี,CBD,ชัยบาดาล 2,Biomass,,8,,
ภาคกลางตอนบน,ลพบุรี,CBD,ชัยบาดาล 2,Solar Farm,,9.72,,
ภาคกลางตอนบน,ลพบุรี,LB2,โคกสำโรง,Biomass,,1.5,,
ภาคกลางตอนบน,ลพบุรี,LB2,โคกสำโรง,Solar Farm,,26.29,,
ภาคกลางตอนบน,ลพบุรี,LB2,ชัยบาดาล 2,Solar Farm,,9.5,,
ภาคกลางตอนบน,ลพบุรี,SI,สิงห์บุรี,Biomass,,8,,
ภาคกลางตอนบน,ลพบุรี,SI,สิงห์บุรี,Solar Farm,,2,,
ภาคกลางตอนบน,ลพบุรี,SR6,พัฒนานิคม,Solar Farm,,2,,
ภาคกลางตอนบน,ลพบุรี,TL3,พัฒนานิคม,Biomass,,14.8,,
ภาคกลางตอนบน,ลพบุรี,TL3,พัฒนานิคม,Solar Farm,,20,,
ภาคกลางตอนบน,ลพบุรี,TW,สิงห์บุรี,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,สระบุรี,PTB,พระพุทธบาท 2,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคกลางตอนบน,สระบุรี,SR1,สระบุรี 1,Solar Farm,,5.5,,
ภาคกลางตอนบน,สระบุรี,SR2,ตาลเดี่ยว,Biogas,,0.2,,
ภาคกลางตอนบน,สระบุรี,SR2,ตาลเดี่ยว,Coal,,3,,
ภาคกลางตอนบน,สระบุรี,SR2,ตาลเดี่ยว,Solar Farm,,10,,
ภาคกลางตอนบน,สระบุรี,SR2,วังม่วง ,Solar Farm,,8.9,,
ภาคกลางตอนบน,สระบุรี,SR2,วังม่วง-พัฒนานิคม,Solar Farm,,8,,
ภาคกลางตอนบน,สระบุรี,SR2,สระบุรี 2,Solar Farm,,5,,
ภาคกลางตอนบน,สระบุรี,SR3,ตาลเดี่ยว,MSW,,8,,
ภาคกลางตอนบน,สระบุรี,SR3,ตาลเดี่ยว,Solar ราชการ/สหกรณ์การเกษตร 1,,1,,
ภาคกลางตอนบน,สระบุรี,SR3,วังม่วง ,Solar Farm,,16.3,,
ภาคกลางตอนบน,สระบุรี,SR3,วังม่วง ,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,สระบุรี,SR5,โคกแย้,Biomass,,1.2,,
ภาคกลางตอนบน,สระบุรี,SR5,โคกแย้,MSW,,8,,
ภาคกลางตอนบน,สระบุรี,SR5,โคกแย้,Natural Gas,,6.8,,
ภาคกลางตอนบน,สระบุรี,SR5,วิหารแดง,Solar Farm,,12,,
ภาคกลางตอนบน,สระบุรี,TL1,ดอนพุด,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,สิงห์บุรี,DBN,ค่ายบางระจัน,Biomass,,7.8,,
ภาคกลางตอนบน,สิงห์บุรี,SI,สิงห์บุรี,Biomass,,8,,
ภาคกลางตอนบน,สิงห์บุรี,TW,พรหมบุรี,Solar ราชการ/สหกรณ์การเกษตร 1,,1,,
ภาคกลางตอนบน,สุพรรณบุรี,AT2,ดอนเจดีย์,Biogas,,7.44,,
ภาคกลางตอนบน,สุพรรณบุรี,AT2,ดอนเจดีย์,Solar Farm,,8,,
ภาคกลางตอนบน,สุพรรณบุรี,AT2,ด่านช้าง,Biogas,,2,,
ภาคกลางตอนบน,สุพรรณบุรี,AT2,ด่านช้าง,Solar Farm,,16,,
ภาคกลางตอนบน,สุพรรณบุรี,AT2,ศรีประจันต์,Biomass,,5,,
ภาคกลางตอนบน,สุพรรณบุรี,BP2,ทุ่งคอก,Biogas,,0.2,,
ภาคกลางตอนบน,สุพรรณบุรี,DBN,ด่านช้าง,Solar Farm,,8,,
ภาคกลางตอนบน,สุพรรณบุรี,DBN,เดิมบางนางบวช,Biogas,,4,,
ภาคกลางตอนบน,สุพรรณบุรี,DBN,เดิมบางนางบวช,Biomass,,6,,
ภาคกลางตอนบน,สุพรรณบุรี,DBN,เดิมบางนางบวช,Solar Farm,,16,,
ภาคกลางตอนบน,สุพรรณบุรี,KB2,บ่อพลอย,Biogas,,0.95,,
ภาคกลางตอนบน,สุพรรณบุรี,KB2,อู่ทอง,Biogas,,5.58,,
ภาคกลางตอนบน,สุพรรณบุรี,KB2,อู่ทอง,Biomass,,15.5,,
ภาคกลางตอนบน,สุพรรณบุรี,KB2,อู่ทอง,Solar Farm,,8.0027,,
ภาคกลางตอนบน,สุพรรณบุรี,KS,ทุ่งคอก,Biomass,,8,,
ภาคกลางตอนบน,สุพรรณบุรี,SNO,ไทรน้อย,Solar Farm,,9.5,,
ภาคกลางตอนบน,สุพรรณบุรี,SNO,ลาดบัวหลวง,Biomass,,7,,
ภาคกลางตอนบน,สุพรรณบุรี,SP,บางปลาม้า,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตอนบน,สุพรรณบุรี,SP,สองพี่น้อง,Solar Farm,,8,,
ภาคกลางตอนบน,สุพรรณบุรี,SP,อู่ทอง,Biogas,,2,,
ภาคกลางตอนบน,สุพรรณบุรี,SP,อู่ทอง,Solar Farm,,0.0642,,
ภาคกลางตอนบน,อ่างทอง,AT1,อ่างทอง 1,Biogas,,0.8,,
ภาคกลางตอนบน,อ่างทอง,AT1,อ่างทอง 1,Solar Farm,,1.2,,
ภาคกลางตอนบน,อ่างทอง,AT2,อ่างทอง 2,Biogas,,1,,
ภาคกลางตอนบน,อ่างทอง,AT2,อ่างทอง 2,Solar Farm,,10,,
ภาคกลางตอนบน,อ่างทอง,AT2,อ่างทอง 2,Solar ราชการ/สหกรณ์การเกษตร 1,,7,,
ภาคกลางตะวันตก,กาญจนบุรี,BP2,ท่ามะกา,Biogas,,3.31,,
ภาคกลางตะวันตก,กาญจนบุรี,BP2,ท่ามะกา,Biomass,,33.6,,
ภาคกลางตะวันตก,กาญจนบุรี,BP2,ท่ามะกา,Coal,,10,,
ภาคกลางตะวันตก,กาญจนบุรี,BP2,หนองปลาหมอ,Biomass,,0.18,,
ภาคกลางตะวันตก,กาญจนบุรี,KB,กาญจนบุรี 1,Biogas,,6,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,กาญจนบุรี 1,Biogas,,2,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,ด่านมะขามเตี้ย,Biogas,,1.99,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,ด่านมะขามเตี้ย,Solar Farm,,16,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,บ่อพลอย,Biogas,,3,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,บ่อพลอย,Biomass,,8,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,บ่อพลอย,Solar Farm,,18.94,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,บ่อพลอย- บจก.น้ำตาลขอนแก่น,Solar Farm,,8,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,พนมทวน,Biogas,,1,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,พนมทวน,Biomass,,7,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,พนมทวน,Solar Farm,,16,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,อู่ทอง,Biogas,,1.98,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,อู่ทอง,Solar Farm,,8,,
ภาคกลางตะวันตก,กาญจนบุรี,KB2,อู่ทอง,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคกลางตะวันตก,กาญจนบุรี,SNR,ไทรโยค,Biomass,,6,,
ภาคกลางตะวันตก,กาญจนบุรี,SP,ดอนเจดีย์,Biogas,,1.96,,
ภาคกลางตะวันตก,กาญจนบุรี,SP,อู่ทอง,Biogas,,0.98,,
ภาคกลางตะวันตก,กาญจนบุรี,TM,ท่าม่วง,Biogas,,4,,
ภาคกลางตะวันตก,กาญจนบุรี,TM,ท่าม่วง,Biomass,,7.5,,
ภาคกลางตะวันตก,กาญจนบุรี,TM,ท่าม่วง (115 kV),Biomass,,5,,
ภาคกลางตะวันตก,กาญจนบุรี,TM,ท่ามะกา,Solar ราชการ/สหกรณ์การเกษตร 2,,3.94,,
ภาคกลางตะวันตก,กาญจนบุรี,TM,หนองปลาหมอ,Solar Farm,,8,,
ภาคกลางตะวันตก,กาญจนบุรี,TN,กาญจนบุรี 1,Biomass,,8,,
ภาคกลางตะวันตก,กาญจนบุรี,TN,ไทรโยค,Solar Farm,,18,,
ภาคกลางตะวันตก,กาญจนบุรี,VRK,วชิราลงกรณ์,Biomass,,1,,
ภาคกลางตะวันตก,นครปฐม,BP2,นครปฐม 2,Biomass,,8,,
ภาคกลางตะวันตก,นครปฐม,KS,กำแพงแสน ,Biogas,,0.025,,
ภาคกลางตะวันตก,นครปฐม,KS,กำแพงแสน ,MSW,,28.21,,
ภาคกลางตะวันตก,นครปฐม,KS,ดอนตูม,Solar Farm,,8,,
ภาคกลางตะวันตก,นครปฐม,KS,บางเลน,Solar ราชการ/สหกรณ์การเกษตร 1,,4.2,,
ภาคกลางตะวันตก,นครปฐม,KS,ระบบ 115 kV ช่วงกำแพงแสน - อู่ทอง,MSW,,8,,
ภาคกลางตะวันตก,นครปฐม,NCS,NAKHONCHAISI 2,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันตก,นครปฐม,NCS,ดอนตูม,Solar Farm,,8,,
ภาคกลางตะวันตก,นครปฐม,SNO,ไทรน้อย,Solar Farm,,9.5,,
ภาคกลางตะวันตก,นครปฐม,SNO,ไทรน้อย- บจก.โซลาร์โก,Solar Farm,,8,,
ภาคกลางตะวันตก,นครปฐม,SNO,บางเลน,Biogas,,3.8,,
ภาคกลางตะวันตก,นครปฐม,SNO,บางเลน,Biomass,,9,,
ภาคกลางตะวันตก,นครปฐม,SNO,บางเลน,Solar Farm,,23.25,,
ภาคกลางตะวันตก,นครปฐม,SNO,บางเลน,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันตก,นครปฐม,SNO,บางเลน-สองพี่น้อง,Solar Farm,,54.7,,
ภาคกลางตะวันตก,นครปฐม,SNO,ลาดบัวหลวง,Solar Farm,,19,,
ภาคกลางตะวันตก,นครปฐม,SNO,สองพี่น้อง,Solar Farm,,27,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP,บางสะพาน 1,Solar ราชการ/สหกรณ์การเกษตร 1,,8,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP,บางสะพาน 2,Solar ราชการ/สหกรณ์การเกษตร 1,,8,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP1,บางสะพาน 1,Biogas,,2.25,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP1,บางสะพาน 2,Biogas,,2.95,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP1,บางสะพาน 2,Biomass,,1,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,BSP2,บางสะพาน 1,Solar Farm,,24,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,CP,ท่าแซะ,Biomass,,4,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,HH,หัวหิน 2,Solar Farm,,1.75,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,HH,หัวหิน 3,Solar Farm,,0.025,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,KB2,บางสะพาน 1,Biomass,,8,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,PKK,กุยบุรี,Solar Farm,,16.91,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,PRB,กุยบุรี,Solar Farm,,23.8,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,PRB,ปราณบุรี,Biomass,,14,,
ภาคกลางตะวันตก,ประจวบคีรีขันธ์,RB2,ปากท่อ,Biogas,,0.2,,
ภาคกลางตะวันตก,เพชรบุรี,CA,เพชรบุรี 2,Solar Farm,,8,,
ภาคกลางตะวันตก,เพชรบุรี,HH,ชะอำ 2,Solar Farm,,2.1285,,
ภาคกลางตะวันตก,เพชรบุรี,HH,ชะอำ2-หัวหิน3,Solar Farm,,75,,
ภาคกลางตะวันตก,เพชรบุรี,HUA HIN (115 kV),ชะอำ 1,Solar Farm,,10,,
ภาคกลางตะวันตก,เพชรบุรี,KKC,เขาย้อย 1,Solar Farm,,16,,
ภาคกลางตะวันตก,เพชรบุรี,KKC,ชะอำ 2,Solar Farm,,8,,
ภาคกลางตะวันตก,เพชรบุรี,KKC,เพชรบุรี 1,MSW,,8,,
ภาคกลางตะวันตก,เพชรบุรี,PB,เขาย้อย 1,Solar Farm,,1,,
ภาคกลางตะวันตก,เพชรบุรี,PB,เขาย้อย 1- เพชรบุรี (115 kV),Solar Farm,,61.55,,
ภาคกลางตะวันตก,เพชรบุรี,PB,เพชรบุรี 1,MSW,,5.998,,
ภาคกลางตะวันตก,เพชรบุรี,RB2,เขาย้อย 2,Solar Farm,,24.4,,
ภาคกลางตะวันตก,ราชบุรี,BP2,บ้านโป่ง 2,Biogas,,0.833,,
ภาคกลางตะวันตก,ราชบุรี,BP2,บ้านโป่ง 2,Biomass,,22.8,,
ภาคกลางตะวันตก,ราชบุรี,BP2,บ้านโป่ง 2,MSW,,8,,
ภาคกลางตะวันตก,ราชบุรี,CBG,จอมบึง,Biogas,,5,,
ภาคกลางตะวันตก,ราชบุรี,CBG,จอมบึง,Solar ราชการ/สหกรณ์การเกษตร 1,,2,,
ภาคกลางตะวันตก,ราชบุรี,CBG,จอมบึง,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคกลางตะวันตก,ราชบุรี,PWP,จอมบึง,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันตก,ราชบุรี,PWP,ราชบุรี 2,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันตก,ราชบุรี,RB1,ราชบุรี 1,Solar Farm,,0.05,,
ภาคกลางตะวันตก,ราชบุรี,RB2,จอมบึง,Solar Farm,,1.5,,
ภาคกลางตะวันตก,ราชบุรี,RB2,ดำเนินสะดวก,Biogas,,0.875,,
ภาคกลางตะวันตก,ราชบุรี,RB2,ปากท่อ,Biogas,,1,,
ภาคกลางตะวันตก,ราชบุรี,RB2,ปากท่อ,Solar Farm,,0.01,,
ภาคกลางตะวันตก,ราชบุรี,RB2,โพธาราม,Biogas,,0.814,,
ภาคกลางตะวันตก,ราชบุรี,RB2,โพธาราม,Solar Farm,,1.2,,
ภาคกลางตะวันตก,ราชบุรี,RB2,ราชบุรี 2,Biogas,,1.4,,
ภาคกลางตะวันตก,ราชบุรี,RB3,,IND,,4,,
ภาคกลางตะวันตก,ราชบุรี,TM,ด่านช้าง,Biogas,,2.97,,
ภาคกลางตะวันตก,ราชบุรี,TM,หนองปลาหมอ,Solar Farm,,8,,
ภาคกลางตะวันตก,สมุทรสงคราม,PB,ปากท่อ,Solar ราชการ/สหกรณ์การเกษตร 1,,4.9999,,
ภาคกลางตะวันตก,สมุทรสงคราม,RB2,ปากท่อ,Solar Farm,,4,,
ภาคกลางตะวันตก,สมุทรสาคร,SM,สมุทรสงคราม,Solar Farm,,4,,
ภาคกลางตะวันตก,สมุทรสาคร,SM,สมุทรสาคร 5,Solar Farm,,6,,
ภาคกลางตะวันตก,สมุทรสาคร,SN1,สมุทรสาคร 1,MSW,,0.2,,
ภาคกลางตะวันตก,สมุทรสาคร,SN2,สมุทรสาคร 1,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันตก,สมุทรสาคร,SN2,สมุทรสาคร 2,Solar ราชการ/สหกรณ์การเกษตร 1,,10,,
ภาคกลางตะวันตก,สมุทรสาคร,SN2,สมุทรสาคร 2,Wind,,0.9,,
ภาคกลางตะวันตก,สมุทรสาคร,SN3,,Solar ราชการ/สหกรณ์การเกษตร 1,,10,,
ภาคกลางตะวันตก,สมุทรสาคร,SN4,บ้านแพ้ว,Biogas,,0.99,,
ภาคกลางตะวันตก,สมุทรสาคร,SN4,บ้านแพ้ว,Biomass,,8,,
ภาคกลางตะวันตก,สมุทรสาคร,SN4,บ้านแพ้ว,Solar ราชการ/สหกรณ์การเกษตร 1,,10,,
ภาคกลางตะวันตก,สมุทรสาคร,SN4,สมุทรสาคร 5,Solar Farm,,22,,
ภาคกลางตะวันออก,จันทบุรี,CT,โป่งน้ำร้อน,Biogas,,5.915,,
ภาคกลางตะวันออก,จันทบุรี,KLA,นายายอาม,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,จันทบุรี,KRD,โป่งน้ำร้อน,Solar ราชการ/สหกรณ์การเกษตร 1,,2,,
ภาคกลางตะวันออก,จันทบุรี,KRD,โป่งน้ำร้อน,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,CC,ฉะเชิงเทรา,Solar Farm,,1.3,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,KLM,บางวัว 1,Solar Farm,,0.042,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,KLM,บางวัว 2,Solar Farm,,0.0892,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,NCO,,Solar ราชการ/สหกรณ์การเกษตร 2,,3.58,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,PA2,พนมสารคาม,Biogas,,1,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,PA2,พนมสารคาม,MSW,,2.4,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,PA2,พนมสารคาม,Solar ราชการ/สหกรณ์การเกษตร 1,,4.5,,
ภาคกลางตะวันออก,ฉะเชิงเทรา,PA2,ศรีมหาโพธิ,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,ชลบุรี,AP,บางแสน,Solar Farm,,0.0027,,
ภาคกลางตะวันออก,ชลบุรี,BBG,บ้านบึง 1,Biogas,,2,,
ภาคกลางตะวันออก,ชลบุรี,BBG,บ้านบึง 1,Biomass,,8,,
ภาคกลางตะวันออก,ชลบุรี,BBG,บ้านบึง 1,Solar Farm,,24,,
ภาคกลางตะวันออก,ชลบุรี,BBG2,บ้านบึง 1,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,ชลบุรี,BWN,บ่อวิน 2,IND,,6.9,,
ภาคกลางตะวันออก,ชลบุรี,BWN,หนองใหญ่,Biogas,,3.4,,
ภาคกลางตะวันออก,ชลบุรี,BWN,หนองใหญ่,Biomass,,12,,
ภาคกลางตะวันออก,ชลบุรี,CB,บ้านบึง 3,Solar ราชการ/สหกรณ์การเกษตร 1,,1,,
ภาคกลางตะวันออก,ชลบุรี,CTN,จอมเทียน,Solar Farm,,8,,
ภาคกลางตะวันออก,ชลบุรี,KLM,เกาะโพธิ์,Biogas,,0.15,,
ภาคกลางตะวันออก,ชลบุรี,KLM,เกาะโพธิ์,Biomass,,6,,
ภาคกลางตะวันออก,ชลบุรี,KLM,พนัสนิคม,Biomass,,4.98,,
ภาคกลางตะวันออก,ชลบุรี,LR,พนัสนิคม,Biomass,,1.98,,
ภาคกลางตะวันออก,ตราด,TR,TRAD,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,ปราจีนบุรี,KBB,นนทรี,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA1,,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA1,บ้านสร้าง  ,Solar Farm,,12,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA1,ประจันตคาม,Solar Farm,,12,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,กบินทร์บุรี2,Solar Farm,,12,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,นนทรี,Solar Farm,,16,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,บ้านสร้าง  ,Coal,,6,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,ปราจีนบุรี 2,Coal,,9.99,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,ปราจีนบุรี 2,Solar Farm,,6,,
ภาคกลางตะวันออก,ปราจีนบุรี,PA2,ศรีมหาโพธิ์,Solar Farm,,26.254,,
ภาคกลางตะวันออก,ระยอง,KLA,แกลง,Solar Farm,,5.95,,
ภาคกลางตะวันออก,ระยอง,RY1,ระยอง 2,MSW,,8,,
ภาคกลางตะวันออก,ระยอง,RY2(A),ระยอง 2,Solar Farm,,1.55,,
ภาคกลางตะวันออก,ระยอง,RY3,,IND,,7,,
ภาคกลางตะวันออก,สระแก้ว,CHK,สระแก้ว,Solar Farm,,2,,
ภาคกลางตะวันออก,สระแก้ว,CHK,สระแก้ว,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,สระแก้ว,CHK,อรัญประเทศ,Solar Farm,,6,,
ภาคกลางตะวันออก,สระแก้ว,KBB,สระแก้ว,Solar Farm,,8,,
ภาคกลางตะวันออก,สระแก้ว,KBB,สระแก้ว,Solar ราชการ/สหกรณ์การเกษตร 1,,4.9999,,
ภาคกลางตะวันออก,สระแก้ว,PA2,ปราจีนบุรี 2,Solar Farm,,36,,
ภาคกลางตะวันออก,สระแก้ว,PA2,ปราจีนบุรี 2 - สระแก้ว (115kV),Solar Farm,,48,,
ภาคกลางตะวันออก,สระแก้ว,PA2,ปราจีนบุรี 2 & สระแก้ว,MSW,,9,,
ภาคกลางตะวันออก,สระแก้ว,PA2,สระแก้ว,Biogas,,3,,
ภาคกลางตะวันออก,สระแก้ว,PA2,สระแก้ว,Biomass,,16,,
ภาคกลางตะวันออก,สระแก้ว,PA2,สระแก้ว,Coal,,8,,
ภาคกลางตะวันออก,สระแก้ว,WATTHANA NAKHON (22 kV),วัฒนานคร,Biomass,,8,,
ภาคกลางตะวันออก,สระแก้ว,WATTHANA NAKHON (22 kV),วัฒนานคร,Solar Farm,,8,,
ภาคกลางตะวันออก,สระแก้ว,WATTHANA NAKHON (22 kV),วัฒนานคร,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคกลางตะวันออก,สระแก้ว,WNK,วังน้ำเย็น,Solar Farm,,33.6,,
